,gene,scores,log2FoldChange,pvalue,padj,baseMean
1526,Gene_1476,-1.830479,-0.13082428,0.06717833210148101,0.2555966785366099,4866.7301496658765
1527,Gene_0786,-1.8333542,-0.28663296,0.06674990436530136,0.25477062734847844,3808.4979092464446
1528,Gene_1544,-1.836024,-0.17384043,0.0663540956038977,0.2537441514489396,4840.419253084332
1529,Gene_0195,-1.8388718,-0.1615966,0.06593403271716515,0.2526208150082956,2226.7154082141474
1530,Gene_0103,-1.8473332,-0.20249242,0.06469887337035354,0.2483641971990539,1427.9239842301502
1531,Gene_0018,-1.8497018,-0.1878464,0.06435654963413902,0.24752519090053468,4001.551326185474
1532,Gene_1622,-1.8498249,-0.16606805,0.06433878187665297,0.24752519090053468,1664.9568943036766
1533,Gene_0392,-1.8549044,-0.092980616,0.06360987188461435,0.24559796094445696,1531.947699841474
1534,Gene_0988,-1.8557123,-0.2417528,0.06349458472434039,0.24559796094445696,1200.9046614287645
1535,Gene_0627,-1.8566159,-0.54415816,0.06336582405490218,0.24559796094445696,691.910942209965
1536,Gene_1041,-1.860559,-0.14166273,0.06280648180318689,0.2439086671968423,1319.4921520329915
1537,Gene_0149,-1.8614216,-0.114485286,0.06268467143033568,0.2439086671968423,1808.832754945744
1538,Gene_0639,-1.8623662,-0.24250223,0.06255148428397575,0.2438654358049737,3386.2713303213654
1539,Gene_0507,-1.8639544,-0.17268647,0.0623281029538831,0.24346915216360585,359.6959689862853
1540,Gene_1176,-1.8648307,-0.24751578,0.06220514082196794,0.2434643476397962,1092.0093513434476
1541,Gene_1035,-1.8668433,-0.3046814,0.06192347193024635,0.2428371448244955,4054.667019443798
1542,Gene_0903,-1.868856,-0.13102554,0.06164285935650972,0.242211628119881,777.2635217396653
1543,Gene_0600,-1.8702251,-0.16951434,0.06145256871264043,0.24193924690015917,1746.0934752864816
1544,Gene_0279,-1.8712656,-0.2077961,0.06130827333115706,0.24184723207557024,4330.061663197794
1545,Gene_1317,-1.8715805,-0.20367002,0.06126466033611896,0.24184723207557024,816.8802901600411
1546,Gene_1737,-1.8750582,-0.18019798,0.0607847275936493,0.24073159443029427,459.54733631004
1547,Gene_1331,-1.8757975,-0.13793105,0.060683097215355315,0.24073159443029427,2448.4630756460538
1548,Gene_0240,-1.8760986,-0.25934118,0.060641732634423205,0.24073159443029427,1546.9765808287552
1549,Gene_1137,-1.8771803,-0.32710233,0.06049338873846909,0.24073159443029427,2838.871404195078
1550,Gene_0031,-1.8852719,-0.13429014,0.059393141441135076,0.23709836902648734,4028.834207893202
1551,Gene_0228,-1.8917753,-0.22847141,0.05852093008519719,0.23408372034078875,728.8850163560786
1552,Gene_0125,-1.8944725,-0.33496493,0.05816232612149497,0.23311553555709405,2924.4604685437107
1553,Gene_1197,-1.8963481,-0.12715913,0.05791401952714694,0.23258642380380298,2552.2683639298266
1554,Gene_0715,-1.8967589,-0.16150491,0.057859763569506686,0.23258642380380298,763.1899907653378
1555,Gene_0337,-1.8969917,-0.21534885,0.057829037284024894,0.23258642380380298,3138.792503368463
1556,Gene_1061,-1.897731,-0.13049042,0.05773152609139439,0.23258642380380298,1404.5200684108197
1557,Gene_1402,-1.9008527,-0.1439206,0.057321317796685534,0.2320701125371884,2464.7798767928616
1558,Gene_0248,-1.90177,-0.21810085,0.057201235960386836,0.23205369557966263,457.2480051714563
1559,Gene_1714,-1.9023176,-0.19455312,0.057129645108383656,0.23205369557966263,2324.941083207434
1560,Gene_1048,-1.9046862,-0.20675553,0.05682087236962962,0.2314495819536848,1566.9941668119607
1561,Gene_0848,-1.9076024,-0.19237626,0.05644261567163229,0.23037802314951958,4120.786995367504
1562,Gene_1064,-1.9103818,-0.1449304,0.05608407058520329,0.22938270177997255,332.04469863697295
1563,Gene_1203,-1.9129148,-0.10633952,0.055758971479510935,0.22852037491602842,2122.106010845733
1564,Gene_1185,-1.9193634,-0.15081996,0.054938366850649206,0.2256195763887031,2319.2355494506182
1565,Gene_1017,-1.9220332,-0.14741996,0.05460158595368665,0.22469788458307263,3638.7800776806375
1566,Gene_0436,-1.9244292,-0.0722879,0.0543008145021989,0.22392088454515013,2892.7234966965443
1567,Gene_0535,-1.931001,-0.16822903,0.053482929790360775,0.22100384210892882,3352.7010691111964
1568,Gene_0270,-1.9323838,-0.2246827,0.05331214981288792,0.220754243531627,3896.393963976193
1569,Gene_0726,-1.9333833,-0.31127182,0.05318899856879256,0.22070123887465795,4317.904719608035
1570,Gene_0157,-1.9341226,-0.15881078,0.053098053384727555,0.22070123887465795,1603.683708776229
1571,Gene_1704,-1.9398183,-0.11377923,0.05240178523485713,0.21834077181190473,2713.21239155132
1572,Gene_1791,-1.9399551,-0.19050404,0.05238514242943468,0.21834077181190473,4208.534988274039
1573,Gene_0119,-1.942447,-0.14255288,0.05208301474261715,0.21792056377664082,4947.783098277029
1574,Gene_0453,-1.9432958,-0.29352278,0.05198042551568121,0.21792056377664082,4453.120589666628
1575,Gene_0428,-1.9586575,-0.13885891,0.05015290800904568,0.21072650423968772,1888.7629499906652
1576,Gene_0522,-1.9591641,-0.15048589,0.05009357147289621,0.21072650423968772,1016.0742602323196
1577,Gene_0825,-1.9643121,-0.19840327,0.04949391482941509,0.20883508366841813,2472.4930601626143
1578,Gene_0974,-1.9715137,-0.19692716,0.048665147080305615,0.2057722920943155,3721.125186588409
1579,Gene_0146,-1.9719244,-0.20708007,0.04861823231582235,0.2057722920943155,2488.216900228823
1580,Gene_1683,-1.9792494,-0.2419676,0.04778794271276822,0.20292120047884596,2441.745273402659
1581,Gene_0330,-1.9840139,-0.24202608,0.04725428939635766,0.2010820825376922,4199.240584354913
1582,Gene_0049,-1.9895452,-0.21983507,0.0466410562461804,0.19889576224383967,1838.9487063825725
1583,Gene_0858,-1.9925984,-0.13250767,0.046305441957674436,0.1978865040926258,4305.983640317646
1584,Gene_0505,-1.9971029,-0.19717313,0.04581401227227879,0.19620562000975927,2063.6837647110315
1585,Gene_0156,-1.9980612,-0.15264525,0.04571002157560462,0.19618035010989107,1674.75387310778
1586,Gene_0711,-2.0002244,-0.0842914,0.04547603058137617,0.1955958304575319,2297.25006043851
1587,Gene_1264,-2.0039623,-0.25839686,0.04507410869355489,0.19428495126532278,3824.112445440599
1588,Gene_1416,-2.004551,-0.23033643,0.04501107615751855,0.19428495126532278,673.7100379267717
1589,Gene_0918,-2.0059886,-0.16491616,0.044857471776414616,0.19418818950828837,1022.2751185664861
1590,Gene_1712,-2.008453,-0.17570458,0.04459517853232126,0.1934714903788341,4759.651887032305
1591,Gene_0870,-2.0116568,-0.19339828,0.04425613272337888,0.19241796836251687,918.683555537719
1592,Gene_1608,-2.0125194,-0.26954886,0.044165223742910646,0.19241796836251687,2860.25022375872
1593,Gene_1547,-2.0126836,-0.19218612,0.044147925629673825,0.19241796836251687,2917.6066099765926
1594,Gene_0243,-2.0135462,-0.16041723,0.0440572043315731,0.19241796836251687,2473.641087148712
1595,Gene_0881,-2.0161476,-0.16189824,0.04378455290976609,0.192037512762132,3241.488980455252
1596,Gene_0465,-2.0192692,-0.13824873,0.04345925333911853,0.1910296850071144,1187.6422926982111
1597,Gene_0282,-2.023349,-0.13544254,0.04303716131140724,0.18959101899298342,2785.6782254949035
1598,Gene_0816,-2.02402,-0.16173181,0.042968089703982,0.18959101899298342,1892.257613472141
1599,Gene_0681,-2.0260875,-0.36750525,0.04275582541319404,0.1891850681999736,3325.2529351644857
1600,Gene_0150,-2.031386,-0.15022475,0.042215854594024396,0.18720999819966472,749.0565396970899
1601,Gene_0249,-2.0409973,-0.17741184,0.04125109362173984,0.18333819387439929,2875.8432133554074
1602,Gene_0759,-2.0413532,-0.2080789,0.04121572336276189,0.18333819387439929,967.0882591474524
1603,Gene_0616,-2.042079,-0.20731874,0.04114370200414787,0.18333819387439929,1429.2831624194303
1604,Gene_0856,-2.0436945,-0.15440245,0.04098373541602999,0.18333819387439929,1132.613511601737
1605,Gene_0828,-2.0466793,-0.14433368,0.04068958988211431,0.18246452861934667,955.0470103506447
1606,Gene_1348,-2.0511563,-0.32202497,0.04025172782554586,0.18090664191256567,4137.269210225302
1607,Gene_1244,-2.052676,-0.12997119,0.04010400708445238,0.1806486805605963,1464.252459921407
1608,Gene_0245,-2.0528402,-0.17609154,0.04008806485315209,0.1806486805605963,4639.262720229024
1609,Gene_0263,-2.053566,-0.29000297,0.040017717619313976,0.1806486805605963,4851.136300458695
1610,Gene_1797,-2.0540314,-0.1506985,0.03997264436585402,0.1806486805605963,2877.739326188632
1611,Gene_0962,-2.055387,-0.30059388,0.03984164686871198,0.1806486805605963,757.8555571953457
1612,Gene_0999,-2.0575776,-0.4319591,0.03963070387011819,0.18054990373630153,1904.0138047289272
1613,Gene_1097,-2.059289,-0.226111,0.03946656489421446,0.18021262508773728,3998.7747035736593
1614,Gene_1221,-2.0635333,-0.4446667,0.039061988771565456,0.1787734039888579,1868.5841070504987
1615,Gene_1150,-2.0702283,-0.21000512,0.038430965007630095,0.1762888303102298,480.73523059880426
1616,Gene_0319,-2.0708444,-0.26400894,0.03837333317234251,0.1762888303102298,2806.08530909453
1617,Gene_0853,-2.0721588,-0.29996732,0.03825063076559256,0.17627018785987356,4233.3482149053725
1618,Gene_0614,-2.073706,-0.07883364,0.03810662737160414,0.17601213566560803,3989.8356163603366
1619,Gene_0839,-2.0794563,-0.30804375,0.0375754278293297,0.17396031402467452,916.8595436452486
1620,Gene_0545,-2.0796754,-0.2797438,0.037555316873479454,0.17396031402467452,3380.18484134171
1621,Gene_0598,-2.0841799,-0.3774038,0.03714381138668369,0.17276191342643576,1141.4961040064532
1622,Tp63,-2.0865896,-0.26059,0.03692525517323847,0.1721457117633495,1130.1272960332526
1623,Gene_0386,-2.0881777,-0.21533236,0.036781806335753404,0.17187759969978228,4376.6552778606665
1624,Gene_0896,-2.08852,-0.15367237,0.036750952889842946,0.17187759969978228,1285.8613160641394
1625,Gene_0975,-2.0902588,-0.23651382,0.03659455762457652,0.1718054348571668,1353.0743652641554
1626,Gene_1236,-2.0917785,-0.08805023,0.03645833042716613,0.17156861377489946,53.234284268432795
1627,Gene_1102,-2.092162,-0.2529975,0.0364240351412933,0.17156861377489946,4359.811718921313
1628,Gene_0174,-2.1015952,-0.19078451,0.03558874672496382,0.16826830602819776,3973.344325385217
1629,Gene_0259,-2.1034026,-0.14686322,0.035430599766917176,0.16791753444036578,3155.2782286988563
1630,Gene_0955,-2.104758,-0.18236952,0.03531238341933269,0.16775479059065412,3763.815531497269
1631,Gene_0069,-2.1048126,-0.1876955,0.03530761408470772,0.16775479059065412,802.6404087512344
1632,Gene_0850,-2.107058,-0.1571851,0.035112544123041246,0.16760164259208232,2318.701793208498
1633,Gene_1805,-2.1080575,-0.15455972,0.0350260105325443,0.16758856714136028,1788.5359673764654
1634,Gene_0008,-2.1089475,-0.19837011,0.034949113367982905,0.16758856714136028,514.1938049722316
1635,Gene_0504,-2.1103714,-0.37602097,0.034826377727918294,0.1674345083072995,2456.345901813874
1636,Gene_0994,-2.1125758,-0.2036469,0.03463709953340003,0.16692578088385557,4607.661269196045
1637,Gene_1227,-2.113055,-0.35399342,0.03459606857290351,0.16692578088385557,248.29263930093768
1638,Gene_0135,-2.113411,-0.1659611,0.03456561531416785,0.16692578088385557,1492.7315217942796
1639,Gene_0740,-2.1176279,-0.1801775,0.03420660023830528,0.16605145746750138,1077.327634218232
1640,Gene_1171,-2.1176414,-0.20743734,0.03420543981506755,0.16605145746750138,1228.8259356451968
1641,Gene_1277,-2.117847,-0.24161772,0.03418803750336903,0.16605145746750138,4546.751031802907
1642,Gene_1324,-2.1181617,-0.2340624,0.03416136865538567,0.16605145746750138,2366.941818459736
1643,Gene_1427,-2.1206398,-0.12660646,0.03395211628648134,0.16605145746750138,2358.182094052103
1644,Gene_1281,-2.1245968,-0.2785538,0.03362027798710548,0.16521021123884758,3814.8494301536475
1645,Gene_0382,-2.126226,-0.19218767,0.03348444715122668,0.1649480155232841,814.7364098243827
1646,Gene_1728,-2.1263492,-0.18951562,0.03347419335309089,0.1649480155232841,2461.9635027952513
1647,Gene_0234,-2.1301827,-0.28714645,0.033156525367692605,0.16414121469154755,2178.4268098992457
1648,Fbln1,-2.137617,-0.28361738,0.03254782508400786,0.16152766791070897,3004.707918205948
1649,Gene_1022,-2.137987,-0.16633049,0.03251780966495681,0.16152766791070897,4997.810631089671
1650,Gene_0660,-2.1418204,-0.26972517,0.03220793402207329,0.1606380749230588,3858.7720257061333
1651,Gene_1568,-2.1420805,-0.083898194,0.032186998735515,0.1606380749230588,2019.4352299362645
1652,Gene_1505,-2.1435592,-0.22422314,0.032068219564806724,0.1606380749230588,4146.387608756532
1653,Gene_0704,-2.1502268,-0.13224325,0.031537268991736506,0.15847873865194223,895.006398396777
1654,Gene_0757,-2.150706,-0.22362292,0.031499402445518944,0.15847873865194223,200.7952472293526
1655,Pdgfra,-2.1536498,-0.10141574,0.031267648213356924,0.15791741521897437,1062.0194436981515
1656,Gene_1822,-2.1571684,-0.1954198,0.03099254211306112,0.15692426386360062,1735.0372027655853
1657,Gene_0785,-2.1637266,-0.15272807,0.030485338005142762,0.154747908655547,2577.3747494248214
1658,Gene_0661,-2.1674917,-0.25364763,0.030197379947558136,0.15367623382981238,3094.889245678939
1659,Gene_0735,-2.1681216,-0.3194904,0.030149441312432357,0.15367623382981238,4557.498300211388
1660,Gene_1000,-2.1707091,-0.16085866,0.029953161818770314,0.15321310393232898,2573.7773472747654
1661,Gene_0431,-2.171777,-0.22038622,0.029872478353143026,0.15319219668278475,2531.3144408973603
1662,Gene_1784,-2.1744332,-0.17177458,0.029672613925054176,0.15255842634989294,298.70289862376154
1663,Gene_1195,-2.1759255,-0.16610295,0.029560824322097057,0.15237538310359308,222.81218564830786
1664,Gene_1730,-2.1764321,-0.1551303,0.029522959831081996,0.15237538310359308,2778.2418114860416
1665,Gene_1513,-2.1798823,-0.02309302,0.029266179893989917,0.15163823779269386,2218.9841355793055
1666,Gene_0597,-2.181142,-0.28584883,0.029172914868224844,0.15154760970506412,4203.942955152478
1667,Gene_1099,-2.1880698,-0.21006757,0.028664516263736905,0.14929435554029638,845.3639443236336
1668,Gene_1413,-2.1894116,-0.2051514,0.028566938668278766,0.1491746144557638,173.6097274793955
1669,Gene_0916,-2.1903288,-0.15846995,0.02850039223151608,0.1491746144557638,2272.741901254123
1670,Gene_1183,-2.2016928,-0.17805602,0.027687021013326013,0.14533869298333865,1225.5188559236747
1671,Gene_0640,-2.201994,-0.3314748,0.02766573695131263,0.14533869298333865,295.59114802724537
1672,Gene_1509,-2.205102,-0.19050166,0.02744694681792361,0.14483876948772353,3636.7615198957633
1673,Gene_0986,-2.207936,-0.1533534,0.027248736181022252,0.14417320730699604,602.385349788375
1674,Gene_1152,-2.2081277,-0.41132078,0.027235375339413434,0.14417320730699604,3061.1815250384698
1675,Gene_0605,-2.20936,-0.20767821,0.027149619131533916,0.14417320730699604,1441.1962633261014
1676,Gene_1865,-2.2094147,-0.18031064,0.02714581315956088,0.14417320730699604,908.805449257359
1677,Gene_0003,-2.2132072,-0.16172841,0.026883367256877476,0.1437613222292913,1929.7700384506215
1678,Gene_0771,-2.213303,-0.20861435,0.02687676352959005,0.1437613222292913,4017.1565923036205
1679,Gene_0680,-2.2140834,-0.18163739,0.02682304243905219,0.1437613222292913,1990.8632056776348
1680,Gene_0289,-2.214234,-0.21584576,0.02681268589095829,0.1437613222292913,3766.3097635947256
1681,Gene_1412,-2.2153156,-0.2850823,0.026738408441796428,0.1437613222292913,671.1571691557959
1682,Gene_0783,-2.2157948,-0.19340207,0.026705557555633707,0.1437613222292913,3875.2185273421414
1683,Gene_0744,-2.2178895,-0.17525856,0.026562361166373824,0.1437613222292913,1222.8199582879108
1684,Gene_1687,-2.218889,-0.40309626,0.02649427275126578,0.1437613222292913,3403.0959929499204
1685,Gene_1738,-2.2207236,-0.1555391,0.026369680894961466,0.1437613222292913,2850.618696462932
1686,Gene_1275,-2.2240782,-0.19900243,0.026143191012818034,0.14325036171407143,4649.266350197852
1687,Gene_0001,-2.2241602,-0.26925915,0.026137665480791376,0.14325036171407143,1967.2464639778045
1688,Gene_1230,-2.2246804,-0.23342092,0.026102693880937947,0.14325036171407143,377.5176847304802
1689,Gene_1752,-2.2261045,-0.23040113,0.0260071888880505,0.14325036171407143,144.81965347870187
1690,Gene_1131,-2.2267616,-0.07551991,0.025963211648405538,0.14325036171407143,4142.949876815128
1691,Gene_0047,-2.230294,-0.33481637,0.025727933903466088,0.14293296613036716,2647.441406424089
1692,Gene_1867,-2.2308826,-0.3423868,0.025688900759790762,0.14293296613036716,3887.458056582999
1693,Gene_1241,-2.2370713,-0.19458805,0.02528168825946705,0.14123848189646396,1210.4067200569978
1694,Gene_1016,-2.2408774,-0.17142984,0.025034019126543298,0.14024660575094286,1758.164540290507
1695,Gene_0462,-2.2415073,-0.2555529,0.024993241109504537,0.14024660575094286,199.01416744602875
1696,Gene_0742,-2.252022,-0.2453106,0.024320873146588675,0.1370190036427531,4809.387006641855
1697,Gene_1483,-2.2527342,-0.14313932,0.024275920334870475,0.1370190036427531,3355.946138169026
1698,Gene_0552,-2.2609625,-0.28226763,0.023761573735023845,0.13462648008512093,4669.365184408566
1699,Gene_0277,-2.268397,-0.22985463,0.02330502080834476,0.13241489095650433,1364.207216773908
1700,Gene_0998,-2.26852,-0.28367144,0.023297518239733868,0.13241489095650433,3076.744875567021
1701,Gene_1365,-2.2685475,-0.11932183,0.023295851287047628,0.13241489095650433,3408.5748430485573
1702,Gene_1356,-2.2753112,-0.21949719,0.0228872723960666,0.13115915413218682,1621.8710162750629
1703,Gene_0941,-2.2759547,-0.16009662,0.02284872578174941,0.13115915413218682,4248.140713327369
1704,Gene_0360,-2.2762694,-0.1860944,0.02282988310687095,0.13115915413218682,4738.449241356227
1705,Gene_0982,-2.2813628,-0.22492167,0.022526993007321444,0.1302138324122627,4430.032832595221
1706,Gene_0373,-2.2868118,-0.1664532,0.022206806728775785,0.12873511147116398,3708.381530899894
1707,Gene_1299,-2.2889204,-0.25138202,0.022083981697614594,0.12839524242799183,1423.4501646385224
1708,Gene_1242,-2.2911794,-0.19488458,0.021953039594841118,0.1280060617774992,1443.9994084228772
1709,Gene_0236,-2.3034058,-0.4534333,0.02125602268063042,0.12430422620251706,4818.633586207888
1710,Gene_0997,-2.3059387,-0.18785957,0.021114058750492104,0.123836121703766,100.90825488167553
1711,Gene_0819,-2.310936,-0.2774053,0.020836388729866345,0.12256699252862555,3594.447367548615
1712,Gene_0139,-2.3169055,-0.25950992,0.020508882461728595,0.12099635670636338,3545.9185046485477
1713,Gene_0173,-2.3175764,-0.2055973,0.020472357687242468,0.12099635670636338,3132.3132277014975
1714,Gene_1871,-2.3202598,-0.1820284,0.020326825320365106,0.12063397816240418,4951.038788129986
1715,Gene_0410,-2.3206568,-0.26654917,0.020305369296518716,0.12063397816240418,1593.8032070304398
1716,Gene_0662,-2.32256,-0.26727185,0.020202802442994845,0.12061374592832742,1732.8607257765784
1717,Gene_0348,-2.3555698,-0.18581492,0.018494320303587324,0.1107444329556127,440.75004458545
1718,Gene_1454,-2.355871,-0.1936002,0.018479331460094183,0.1107444329556127,2241.8507758915002
1719,Gene_1839,-2.35991,-0.06008429,0.018279369392351842,0.11011668308645688,1342.1902048624981
1720,Gene_0247,-2.3626072,-0.40459594,0.018146892646290422,0.1096488981648968,1749.764175779339
1721,Gene_1588,-2.3657289,-0.19590414,0.017994619580008017,0.10905830048489706,4181.130361765357
1722,Gene_1559,-2.366646,-0.24077746,0.01795008596622481,0.10905830048489706,4680.648341961104
1723,Gene_1820,-2.367317,-0.28734148,0.017917577759482068,0.10905830048489706,969.3787064256688
1724,Gene_1635,-2.3730538,-0.24263552,0.01764169912798794,0.10790030047699045,1893.9192111896562
1725,Gene_0866,-2.379119,-0.23054501,0.017354074326906617,0.10646671366200378,4646.7212824712005
1726,Gene_1363,-2.3832264,-0.19282821,0.017161637638039823,0.10561007777255275,355.95188041165204
1727,Gene_0488,-2.386033,-0.32342538,0.01703121827570543,0.10513097701052736,507.1846141513237
1728,Gene_1224,-2.3870738,-0.21679851,0.01698308911958441,0.10513097701052736,855.8153965708353
1729,Gene_1517,-2.3872652,-0.1801976,0.01697423625256762,0.10513097701052736,2996.30352892803
1730,Gene_0407,-2.3916602,-0.18331008,0.01677236062337465,0.10450068924220966,794.8377414796875
1731,Gene_0609,-2.3924818,-0.21048093,0.01673486155880893,0.10450068924220966,4841.978088181131
1732,Gene_0947,-2.393618,-0.20263363,0.016683109200536783,0.10450068924220966,2261.2369099296757
1733,Gene_0033,-2.395535,-0.21811742,0.016596134443679477,0.10437820404829859,2532.513903733324
1734,Gene_1838,-2.3974926,-0.24845453,0.01650770727918217,0.10414957273931968,1270.960148236762
1735,Gene_0127,-2.4010525,-0.2758491,0.01634799041612395,0.1034682937729364,2381.253249551931
1736,Gene_0285,-2.403873,-0.11037768,0.016222411135482343,0.10299943578084027,3326.472481553207
1737,Gene_1540,-2.4048586,-0.27289784,0.01617871970838245,0.10299943578084027,3768.3268279225117
1738,Gene_0653,-2.4058583,-0.11581913,0.016134527074861113,0.10299943578084027,3781.6470094140695
1739,Dcn,-2.4149356,-0.18552712,0.015737994543878652,0.10088458040947854,2910.561007835737
1740,Gene_1675,-2.4168112,-0.48712108,0.015657133467144667,0.10068896120350268,4526.580886219594
1741,Gene_0846,-2.4193852,-0.1746036,0.015546765843371758,0.10030171511852748,4096.168844165241
1742,Gene_1535,-2.4199603,-0.19787857,0.015522203005048566,0.10030171511852748,3797.388167758196
1743,Gene_1681,-2.4223974,-0.22505586,0.015418482020546834,0.10012001312043399,325.2473323182801
1744,Gene_1043,-2.4313653,-0.14102586,0.015042045882172348,0.09799378424867979,84.0459129872641
1745,Gene_0332,-2.4336927,-0.22122094,0.014945677887988618,0.09768416920253999,1101.614022117591
1746,Gene_1525,-2.4351165,-0.28095105,0.014886991875322417,0.09761961885457324,3334.4417898715888
1747,Gene_0802,-2.4404151,-0.23047496,0.014670391874748109,0.09651573601807967,2085.427569968602
1748,Gene_1504,-2.4427564,-0.21611032,0.014575573116159977,0.09620840340699655,2041.910983531593
1749,Gene_0836,-2.443619,-0.14916813,0.014540776330190002,0.09620840340699655,4428.705096736588
1750,Gene_0822,-2.4447005,-0.10617883,0.014497245789405543,0.09620840340699655,4483.036098252602
1751,Gene_1117,-2.4467542,-0.24799827,0.014414909000841391,0.09609939333894262,4550.41755706525
1752,Gene_1739,-2.449164,-0.09720389,0.014318826572648873,0.09577810416487541,1603.696478749385
1753,Gene_1033,-2.4512312,-0.22304863,0.01423684294007525,0.09554928147701511,3470.7262730593457
1754,Gene_0500,-2.4555578,-0.20354013,0.014066613563366644,0.09472467046038144,1394.5842473081298
1755,Gene_0097,-2.4570913,-0.29766908,0.014006711711279025,0.09463994399512855,993.5186737185264
1756,Gene_0617,-2.4612808,-0.050600637,0.013844197735210203,0.09385896769634036,963.9306638694776
1757,Gene_0899,-2.4666615,-0.2123078,0.013637922375742646,0.09277498214790916,1743.4327232747905
1758,Gene_0959,-2.4801202,-0.18242167,0.013133814706324463,0.08965061232985982,2178.2902179101175
1759,Gene_0927,-2.4847205,-0.17653248,0.012965323471950731,0.08880358542432008,4163.198396722589
1760,Gene_1028,-2.4889235,-0.18094753,0.012813049271126725,0.08806219430327647,643.4609126899248
1761,Gene_1430,-2.4892385,-0.104256555,0.01280170508862773,0.08806219430327647,3687.882944604726
1762,Gene_0741,-2.4953449,-0.58501124,0.01258347690792194,0.0870828851759304,2680.7018252370613
1763,Gene_1666,-2.4986308,-0.12860683,0.012467413079698121,0.08657925749790363,1475.3294462461627
1764,Gene_1239,-2.4990826,-0.34352636,0.012451528666607599,0.08657925749790363,2489.4569434374816
1765,Gene_0963,-2.503587,-0.37076998,0.012294143304427803,0.08597303010089373,1534.7132453962622
1766,Gene_0760,-2.5077493,-0.303194,0.012150286528232005,0.08526516861917197,3000.6056784296147
1767,Mitf,-2.5155945,-0.42064077,0.011883186075123784,0.08368440897974497,2197.527418133459
1768,Gene_1228,-2.5177987,-0.106039084,0.011809079975581605,0.08345639558714917,863.8073689404497
1769,Gene_1126,-2.5321062,-0.19167593,0.011337966602411103,0.0804111106553979,627.0862190506988
1770,Gene_0426,-2.5326128,-0.15749253,0.01132159629906676,0.0804111106553979,2756.143626257044
1771,Gene_0713,-2.5346937,-0.24213946,0.011254565301460054,0.08038975215328609,4516.944514766212
1772,Gene_1706,-2.5380893,-0.24517679,0.011145955305886107,0.07989932118914772,1752.5905484605435
1773,Gene_1662,-2.5382535,-0.2361176,0.01114072367691014,0.07989932118914772,3678.350530751985
1774,Gene_0863,-2.5382946,-0.28889257,0.011139416110519275,0.07989932118914772,3310.3737069518465
1775,Gene_1042,-2.5411286,-0.28296676,0.011049522579179736,0.07989932118914772,4661.196825831931
1776,Gene_0529,-2.542101,-0.2553375,0.011018838303562224,0.07989932118914772,4113.856035630747
1777,Gene_0438,-2.5508223,-0.20588599,0.010746913115318188,0.07844462127969479,2854.6960315820415
1778,Gene_0296,-2.5541356,-0.44216043,0.01064518139617592,0.07798667689506168,3302.300966258831
1779,Gene_1467,-2.5542724,-0.44620767,0.010640996092784669,0.07798667689506168,4497.013009590973
1780,Gene_0309,-2.556107,-0.33762905,0.01058505404399402,0.07798667689506168,2027.6179837053273
1781,Gene_1015,-2.5593383,-0.22044049,0.010487164993074624,0.07768270365240462,1667.633793995998
1782,Gene_0784,-2.5600913,-0.24073073,0.010464467905811955,0.07768270365240462,103.51486399422188
1783,Gene_1767,-2.563432,-0.19755587,0.010364301522952044,0.07734553375337345,4141.427817247748
1784,Gene_1181,-2.573372,-0.21598311,0.01007129292682314,0.07544039645560403,4014.8544669966564
1785,Gene_0630,-2.5780406,-0.22726513,0.009936231547370881,0.07470850787496904,567.0498645957493
1786,Gene_1092,-2.5798204,-0.23734859,0.009885168205628977,0.07460504306135077,2905.444036606866
1787,Lor,-2.587378,-0.8431151,0.009670939978447248,0.0733171202685125,2346.7094059260926
1788,Gene_0011,-2.5875287,-0.1956242,0.009666713324136567,0.0733171202685125,637.6100227701018
1789,Gene_1713,-2.589158,-0.24865128,0.009621093766805915,0.0733171202685125,4903.812723950581
1790,Gene_1321,-2.5948536,-0.26291284,0.009463121573025422,0.07279324286942632,1112.7446429436095
1791,Gene_0229,-2.5954423,-0.22957765,0.009446925370706733,0.07279324286942632,382.80919144827766
1792,Gene_0395,-2.6006587,-0.19345988,0.009304496078285613,0.07212787657585747,2994.4945285344525
1793,Gene_0411,-2.6012475,-0.35037583,0.009288542314743062,0.07212787657585747,3707.3900518085115
1794,Gene_1220,-2.6038215,-0.2098098,0.009219077257888912,0.07202404107725713,210.59505793357548
1795,Gene_1206,-2.6070936,-0.29312596,0.009131437506821265,0.07161911770055894,3310.6523116987596
1796,Gene_0480,-2.612844,-0.20558687,0.00897922660359633,0.07070257168186087,2684.8447859596995
1797,Gene_1601,-2.6221817,-0.2227596,0.008736887649053206,0.0690663055261123,561.1617939314897
1798,Gene_1065,-2.623715,-0.10432894,0.008697653648156424,0.06902899720759066,903.9931908844923
1799,Gene_0634,-2.6264944,-0.13901883,0.008626943171314093,0.06874058303835931,2861.4727717145984
1800,Gene_0456,-2.634134,-0.2689379,0.008435216643824562,0.0674817331505965,1516.9701868907775
1801,Gene_0749,-2.6473737,-0.21524413,0.00811196706385062,0.06515636195863952,4694.662856824015
1802,Gene_0608,-2.6479213,-0.2301722,0.008098837925348873,0.06515636195863952,4102.764135946051
1803,Gene_0970,-2.6537812,-0.24395517,0.007959542260416856,0.06444973490216079,4918.657672242632
1804,Gene_0594,-2.65756,-0.27087045,0.007870857825065629,0.06399071402492382,1335.3706528045493
