,gene,scores,log2FoldChange,pvalue,padj,baseMean
1512,Gene_0469,-1.481021,-0.23265643,0.13860097859635748,0.5049215978009379,4779.8422949769265
1513,Gene_1645,-1.4824723,-0.0013652152,0.13821467416717506,0.5044331173984491,140.25128424799007
1514,Gene_0608,-1.4840605,-0.06398264,0.1377928773050327,0.5038130797258965,1019.1010291335532
1515,Gene_0287,-1.4852654,-0.10169325,0.13747355593807345,0.503566138967302,87.43623114180349
1516,Gene_0715,-1.4860868,-0.09849131,0.13725616419143596,0.503566138967302,3254.999835065285
1517,Gene_0858,-1.4885238,-0.076002896,0.13661279523269748,0.502252923649623,4495.251217302435
1518,Gene_1121,-1.4891263,-0.14517854,0.13645411950081685,0.502252923649623,1255.2373680526814
1519,Gene_0415,-1.4979298,-0.07919102,0.13415148594630538,0.49502393338120065,4638.820996741718
1520,Gene_0977,-1.5009967,-0.1383084,0.13335642035944698,0.4929997055802106,348.32358193332624
1521,Gene_0704,-1.5026807,-0.036333587,0.13292139781667922,0.4923014733951082,4675.458332687296
1522,Gene_0235,-1.5044332,-0.0923015,0.1324698588197799,0.491539364822931,1790.5323018361903
1523,Gene_0114,-1.505419,-0.15883572,0.13221639072003158,0.49151074617112106,552.0331008236217
1524,Gene_0266,-1.508034,-0.12077465,0.13154581643536065,0.4899285528318832,2455.065207972312
1525,Gene_0550,-1.5096359,-0.16788922,0.13113634970315946,0.48931473769835615,1321.0440102165144
1526,Gene_1221,-1.5149893,-0.29388914,0.12977512851436662,0.4851406673434266,1460.120864711518
1527,Gene_1652,-1.5150988,-0.22526364,0.12974739239656247,0.4851406673434266,1571.0853263851186
1528,Gene_0359,-1.5153863,-0.07639713,0.12967460698370145,0.4851406673434266,4024.978194271684
1529,Gene_0384,-1.5195211,-0.0859404,0.12863138612370803,0.4844873300327986,2718.8483195425097
1530,Gene_1642,-1.5216022,-0.087028936,0.12810879465969538,0.48342941381017124,1590.9731108222181
1531,Gene_0614,-1.52471,-0.033400666,0.1273314208484044,0.4814042376121149,3071.152227389046
1532,Gene_0760,-1.5254905,-0.15999837,0.12713679890684315,0.4814042376121149,3594.945837404808
1533,Gene_0319,-1.5302551,-0.1590918,0.12595359741330506,0.4780022672231691,1399.4888036309922
1534,Gene_1844,-1.5337875,-0.29998648,0.1250819467200587,0.4755967555895768,2097.06805255049
1535,Lum,-1.5353346,-0.35859936,0.12470166122967377,0.47505394754161434,653.3361620178904
1536,Gene_0554,-1.5376759,-0.16899888,0.12412790028665434,0.4746764829317565,946.6892801966676
1537,Gene_0565,-1.5390723,-0.07613792,0.12378663893298475,0.47427831008806415,3421.533377126665
1538,Gene_0438,-1.5422899,-0.08408665,0.12300318667949663,0.4721811388848239,948.1198210933534
1539,Gene_1425,-1.546849,-0.012036901,0.12189965664196502,0.468844833238327,2649.5587491519477
1540,Gene_1129,-1.5475336,-0.18350105,0.12173463186045393,0.468844833238327,3559.778995526042
1541,Gene_1690,-1.5476842,-0.16565633,0.1216983498614865,0.468844833238327,579.040769318982
1542,Gene_0332,-1.548314,-0.10760111,0.1215467167430189,0.468844833238327,2858.1954871630724
1543,Gene_1162,-1.5484782,-0.18091181,0.12150718458649111,0.468844833238327,1319.9857793217507
1544,Gene_0436,-1.5491492,-0.030102117,0.12134586596466336,0.468844833238327,4816.48803242602
1545,Gene_0623,-1.5521065,-0.10021409,0.12063674319744812,0.468844833238327,2443.550951263627
1546,Gene_0779,-1.5527363,-0.21980357,0.1204861460455245,0.468844833238327,4039.663121387033
1547,Gene_1284,-1.5529417,-0.105997406,0.12043707010866125,0.468844833238327,2773.6213836734955
1548,Gene_0046,-1.5534619,-0.076575615,0.12031281443411564,0.468844833238327,264.89203763135487
1549,Gene_1484,-1.5561454,-0.10172578,0.11967350990999193,0.468844833238327,3184.0993091904106
1550,Gene_1117,-1.5600475,-0.124042235,0.11874866054712947,0.46659591570581327,4759.4465439229525
1551,Gene_1282,-1.5610332,-0.23838378,0.11851590328057539,0.46659591570581327,3027.9785097243393
1552,Gene_0970,-1.5613482,-0.102686115,0.11844162570561276,0.46659591570581327,4104.984854162612
1553,Gene_0735,-1.5624982,-0.19552374,0.11817066117626951,0.46659591570581327,4426.821993574618
1554,Gene_0199,-1.5637168,-0.10584514,0.11788409857522279,0.46659591570581327,1178.9948711472157
1555,Gene_1588,-1.5649079,-0.10328921,0.11760450284436356,0.46659591570581327,1099.621957545722
1556,Gene_0228,-1.5656335,-0.17318088,0.11743442966780585,0.46659591570581327,3074.355894812409
1557,Emcn,-1.5708363,-0.44665524,0.11622068501504051,0.46303061758980285,2084.5909255431884
1558,Gene_0112,-1.5730816,-0.20785697,0.11569991300982051,0.4618759002388044,4207.313449190266
1559,Gene_0802,-1.573424,-0.09932153,0.11562068841889217,0.4618759002388044,4505.114460820155
1560,Gene_0483,-1.5750806,-0.23578848,0.11523784399287801,0.46187512622395993,1799.4358275484547
1561,Gene_0309,-1.5762718,-0.16925994,0.11496319233191571,0.4616995675980551,1222.5092669236863
1562,Gene_0278,-1.5776272,-0.19595142,0.11465128433816532,0.4613733776183715,3913.601300457116
1563,Gene_1891,-1.5783802,-0.15048024,0.11447829006699875,0.4613733776183715,1410.2898759632737
1564,Gene_0157,-1.5784898,-0.11156045,0.11445314438603754,0.4613733776183715,4121.940876642708
1565,Gene_0485,-1.5813649,-0.017303852,0.11379462368882,0.46070697849724696,2147.504355561376
1566,Gene_1431,-1.5835007,-0.22080246,0.11330737116202802,0.4596647917323652,3354.372001492779
1567,Gene_0680,-1.5874575,-0.10605854,0.11240904908863378,0.4569473540188365,522.8998034816075
1568,Gene_1230,-1.5876355,-0.12722372,0.11236877249904577,0.4569473540188365,3138.1036571490363
1569,Gene_1795,-1.5878272,-0.09555172,0.11232541043664361,0.4569473540188365,2286.2500097492843
1570,Gene_1022,-1.5880737,-0.09463662,0.112269678602327,0.4569473540188365,2953.711892718597
1571,Gene_0736,-1.593824,-0.113340735,0.11097544917697091,0.45481741465971687,881.6703283370739
1572,Gene_0716,-1.5939336,-0.24817625,0.110950911990346,0.45481741465971687,3697.5250374737016
1573,Gene_1742,-1.5946592,-0.12466875,0.11078846129798457,0.45481741465971687,4320.845533838981
1574,Gene_0726,-1.5958778,-0.22815514,0.11051608929871716,0.45481741465971687,1122.8620104493396
1575,Gene_1880,-1.596754,-0.08858663,0.11032055339182528,0.45481741465971687,523.7870498248005
1576,Gene_0804,-1.597329,-0.21693851,0.11019238154463695,0.45481741465971687,167.01100092936517
1577,Gene_0003,-1.6016829,-0.10840932,0.1092257513098994,0.453218885103317,3227.7589271941665
1578,Gene_0067,-1.6019567,-0.2688405,0.10916518177588522,0.453218885103317,3055.115478639465
1579,Gene_1400,-1.6024632,-0.09878036,0.10905319816080433,0.453218885103317,2756.152192934647
1580,Gene_1630,-1.6029836,-0.081505924,0.10893828254687848,0.453218885103317,1198.1381257740784
1581,Gene_1694,-1.6031753,-0.11829356,0.10889596936657762,0.453218885103317,1984.9846797322975
1582,Gene_1059,-1.6031753,-0.14042477,0.10889596936657762,0.453218885103317,2992.6578591715565
1583,Gene_0279,-1.6069951,-0.16861956,0.10805543604630317,0.453218885103317,2508.9959513528884
1584,Gene_1827,-1.611171,-0.1283554,0.1071424579721612,0.4511261388301524,4939.538325063692
1585,Gene_1863,-1.6115681,-0.21035568,0.10705596933327338,0.4511261388301524,725.376775155829
1586,Gene_0300,-1.6171404,-0.12171245,0.10584797274628878,0.447560138462109,3490.965542535589
1587,Gene_1860,-1.6184685,-0.10550838,0.1055616732203277,0.4472952255098631,2051.3779021162463
1588,Gene_0930,-1.6237396,-0.067599684,0.1044313836894988,0.4434453659851329,2169.588093881793
1589,Gene_0507,-1.6245885,-0.14369048,0.10425026491519372,0.4434453659851329,3602.1089400079723
1590,Gene_1152,-1.6259576,-0.27558896,0.10395866372099488,0.4433205275948609,3477.55894905563
1591,Gene_1513,-1.6269572,-0.025986947,0.10374620434985804,0.4433205275948609,4956.717168825832
1592,Gene_0731,-1.6274637,-0.19033903,0.10363865130671587,0.4433205275948609,685.55173279792
1593,Gene_0173,-1.6299008,-0.116822526,0.10312247203299786,0.4425857168798191,565.3427644516233
1594,Gene_1468,-1.6362946,-0.107358575,0.10177794021409714,0.43775458156600916,3635.4771447872686
1595,Gene_1525,-1.6388686,-0.15552184,0.10124062831566497,0.43638201860200415,2913.015239181725
1596,Gene_1440,-1.6397312,-0.3663142,0.1010610779389109,0.43638201860200415,1407.095299471039
1597,Gene_0152,-1.6414837,-0.21385494,0.10069705851025039,0.4359180022088761,443.1258764954837
1598,Gene_0879,-1.6429212,-0.10236928,0.10039922961434437,0.4355714950730775,474.00833550233114
1599,Gene_1258,-1.6453857,-0.14450115,0.09989029982781748,0.43430565142529337,4476.2448295873855
1600,Gene_1346,-1.6462756,-0.17418423,0.09970702604018425,0.43430565142529337,999.7432573577773
1601,Gene_1039,-1.6548053,-0.24789248,0.09796399144109941,0.4277903556379887,1650.6892324718278
1602,Gene_0137,-1.6559417,-0.14637846,0.09773362228898384,0.4277182594703888,1171.9491910235906
1603,Gene_0259,-1.6563388,-0.10042815,0.09765323398629998,0.4277182594703888,1807.2317138680896
1604,Gene_0749,-1.6570917,-0.09911232,0.09750091855832407,0.4277182594703888,393.6480215931622
1605,Gene_0673,-1.664225,-0.12965037,0.09606747671793424,0.4232047432508116,2619.345964995938
1606,Gene_0803,-1.6685377,-0.1811951,0.09520902223451608,0.42034888403759857,384.68218978146376
1607,Gene_0863,-1.669455,-0.1549527,0.09502722513284291,0.42034888403759857,4011.7647137206895
1608,Gene_0846,-1.671673,-0.115578294,0.09458880502016767,0.4194625499785706,1206.8748054566436
1609,Gene_1871,-1.6731929,-0.101848096,0.09428934303820169,0.4190637468364519,2723.058977292327
1610,Gene_1062,-1.6758627,-0.25932834,0.0937651019747866,0.4176619241638601,4406.391483429218
1611,Vwf,-1.6765335,-0.1884877,0.09363373779995161,0.4176619241638601,3271.842976783611
1612,Gene_0125,-1.6770675,-0.27310407,0.09352928818447884,0.4176619241638601,2688.1410434291097
1613,Gene_1435,-1.6784639,-0.120290376,0.09325655414163503,0.4176619241638601,1655.4520779211093
1614,Gene_1730,-1.6835434,-0.1096677,0.09226992884671444,0.41469630942343566,1698.3594696380796
1615,Gene_1088,-1.6848853,-0.10942364,0.09201071543755,0.41446268215112614,3363.960428231041
1616,Gene_0118,-1.6849537,-0.11607103,0.09199750596491085,0.41446268215112614,4970.989838044779
1617,Gene_1406,-1.6882396,-0.1928401,0.09136524090862622,0.4134173796770417,3326.103989754424
1618,Gene_1881,-1.6885134,-0.40449566,0.09131271021135819,0.4134173796770417,2811.027915981623
1619,Gene_0172,-1.6902523,-0.20209038,0.09097970664314015,0.4134173796770417,3666.720025684268
1620,Gene_1855,-1.6914845,-0.13138571,0.09074431163899745,0.41341372045101343,2352.767780804405
1621,Gene_0969,-1.6915803,-0.17518766,0.09072602368987961,0.41341372045101343,347.70459587388683
1622,Gene_0256,-1.6932095,-0.28458047,0.09041558188427974,0.41341372045101343,2833.3692385956533
1623,Gene_0001,-1.6948662,-0.1820182,0.09010079947638011,0.4133064196164225,4790.245158301632
1624,Gene_0373,-1.6973307,-0.12260299,0.08963416071520809,0.4121110837480832,917.7495646704152
1625,Gene_1648,-1.7059425,0.0031649095,0.08801877889436913,0.40561649260077937,3465.5242095622953
1626,Gene_1203,-1.7059562,-0.077771105,0.08801622953668883,0.40561649260077937,1044.6217588623294
1627,Gene_0096,-1.7068735,-0.33791274,0.08784555816819818,0.40561649260077937,2702.3470381417524
1628,Gene_0662,-1.7090368,-0.16589305,0.08744413623844964,0.40561649260077937,528.5484257512621
1629,Gene_1704,-1.7093928,-0.07363544,0.08737822149980629,0.40561649260077937,2279.3361344780164
1630,Gene_0189,-1.7109125,-0.0911389,0.08709726707508889,0.40561649260077937,3793.0084780314683
1631,Gene_1723,-1.7116108,-0.18813868,0.08696842459437747,0.40561649260077937,1770.4790449829613
1632,Gene_1420,-1.715773,-0.12672117,0.08620361086042083,0.4037639852947112,3341.313036211729
1633,Gene_0822,-1.7161974,-0.043846447,0.08612592620157285,0.4037639852947112,3987.4773059091594
1634,Gene_0765,-1.7200446,-0.3712281,0.08542432926016842,0.4019968435772632,4639.530206423291
1635,Gene_0346,-1.7202226,-0.093719974,0.08539198318779109,0.4019968435772632,1211.478305184495
1636,Gene_0330,-1.7217834,-0.21377766,0.08510875694375546,0.4019968435772632,2026.6137832560753
1637,Gene_0963,-1.7227144,-0.21965761,0.0849401769867635,0.4019968435772632,804.4592659855663
1638,Gene_1098,-1.7238371,-0.13311009,0.08473724868711535,0.4019968435772632,4962.793335683958
1639,Gene_1242,-1.72522,-0.11741368,0.08448783961638198,0.4019968435772632,4638.654791225262
1640,Gene_1397,-1.7254527,-0.14420457,0.08444591833133192,0.4019968435772632,2722.78779488877
1641,Gene_0825,-1.7303953,-0.15692453,0.08355967426389373,0.3998070538942284,4218.064807163285
1642,Gene_1163,-1.7349545,-0.11738316,0.08274886231652216,0.39687703748931497,2628.741987496609
1643,Gene_0660,-1.7349682,-0.19049124,0.08274643708346202,0.39687703748931497,3136.7491556136606
1644,Gene_0180,-1.7352146,-0.108966,0.08270279273853937,0.39687703748931497,491.16593897428226
1645,Gene_0082,-1.7354063,-0.11918267,0.08266886003781426,0.39687703748931497,3788.5885814591993
1646,Gene_0248,-1.7417318,-0.18225273,0.081555397088699,0.3949413902600436,682.1817439944124
1647,Gene_1865,-1.7430187,-0.13331933,0.08133034490709812,0.39480749954902,4139.034769750016
1648,Gene_0076,-1.7434294,-0.18134767,0.08125862593136894,0.39480749954902,3921.03903396841
1649,Gene_1215,-1.7453736,-0.12281446,0.0809198523146448,0.39473098690070635,3558.286253827733
1650,Gene_1124,-1.7462499,-0.10981998,0.08076754094792049,0.39473098690070635,228.99388359757248
1651,Gene_1356,-1.7470987,-0.14413232,0.08062021139154757,0.39473098690070635,1550.4853619293767
1652,Gene_1739,-1.74855,-0.01694531,0.08036883099397718,0.39473098690070635,1352.4072210586721
1653,Gene_1797,-1.7512609,-0.10977517,0.0799009770460543,0.3936008721480507,1832.6752169840195
1654,Gene_0273,-1.7526985,-0.14844528,0.07965377224149375,0.39335196168638886,483.83159648100076
1655,Gene_0811,-1.7532051,-0.09691216,0.07956681026074262,0.39335196168638886,4687.941224003761
1656,Gene_1366,-1.7543415,-0.10745925,0.07937201414512074,0.39335196168638886,2791.3210915262625
1657,Gene_0526,-1.761502,-0.11480423,0.07815346700063175,0.38882321890861565,1562.3453377572166
1658,Gene_1161,-1.7617484,-0.14750747,0.07811180110031749,0.38882321890861565,2015.058509517703
1659,Gene_0465,-1.764076,-0.10902695,0.07771918111389896,0.38859590556949475,2263.6525754989366
1660,Gene_0737,-1.7653357,-0.123564705,0.07750737559661494,0.3885081483539596,3022.941950135056
1661,Gene_0903,-1.7654451,-0.10997163,0.07748897996887687,0.3885081483539596,2602.613167097664
1662,Gene_1348,-1.7671839,-0.25836554,0.07719742548911705,0.3885081483539596,4600.9902674113655
1663,Gene_0458,-1.7708806,-0.11431884,0.07658055528505654,0.3867704812376593,2509.96924038386
1664,Gene_0294,-1.771839,-0.13777977,0.07642128373561327,0.3867704812376593,4961.182173375398
1665,Gene_0057,-1.774057,-0.22150938,0.07605371970921623,0.3860594909097271,4264.553540838224
1666,Gene_0410,-1.7747827,-0.17255495,0.07593378084274667,0.3860594909097271,1082.1270460688122
1667,Gene_0540,-1.7799169,-0.19045295,0.0750895589630071,0.3831099947092199,4656.4463124873855
1668,Gene_1292,-1.7818611,-0.13484338,0.07477188751458523,0.38246489777281445,626.0136695331066
1669,Gene_1450,-1.7827784,-0.11950142,0.07462238190121313,0.38246489777281445,4096.376057031399
1670,Gene_1454,-1.787365,-0.11891299,0.0738785128374588,0.3798381122748524,1934.0853027090714
1671,Gene_1091,-1.790295,-0.05849015,0.07340650597324301,0.3783840514084691,4395.972886203094
1672,Gene_1601,-1.791938,-0.108546875,0.0731429103963862,0.3779995369322284,4346.880616031879
1673,Gene_0675,-1.7971817,-0.11241233,0.07230677701249846,0.37464651301812674,4039.3307305822245
1674,Gene_0333,-1.7983592,-0.11271119,0.07212010908773439,0.37464651301812674,3960.6506597199536
1675,Gene_0791,-1.7987835,-0.108247705,0.07205291865976282,0.37464651301812674,1558.161738535302
1676,Gene_0757,-1.7996324,-0.17024814,0.07191869160989252,0.37464651301812674,450.55045110369826
1677,Gene_0167,-1.8039589,-0.290916,0.07123774548944925,0.37297248947355627,2044.7518848875493
1678,Gene_1858,-1.8070395,-0.38673133,0.07075612295348627,0.3714232176036024,908.9463491832179
1679,Gene_0036,-1.8100927,-0.11725424,0.0702814195842854,0.3699022083383442,3490.0078900671856
1680,Sox10,-1.812516,-0.13244988,0.06990649995990196,0.3688997359361581,1763.1936463620384
1681,Gene_0837,-1.813981,-0.34319508,0.0696806508684794,0.3686806924258169,4879.270494256579
1682,Gene_1547,-1.8152269,-0.15675822,0.0694890452901318,0.36864215008027484,3222.8117828593936
1683,Gene_0816,-1.8159115,-0.123206764,0.06938395179536698,0.36864215008027484,4121.278789990087
1684,Gene_1683,-1.8214017,-0.20301653,0.06854581485451018,0.3655776792240543,705.9971300721497
1685,Gene_1699,-1.822675,-0.105398946,0.06835262742794913,0.36552207180721463,4316.971687249482
1686,Gene_1025,-1.8246192,-0.25054583,0.06805851675214637,0.36492502279971245,4617.648093041302
1687,Gene_0055,-1.830082,-0.31361517,0.06723767339863171,0.36149286773457906,2460.956498153733
1688,Gene_1820,-1.8371605,-0.1836135,0.06618621076881918,0.3567989798858177,3050.9520418673383
1689,Gene_0511,-1.8407476,-0.049735013,0.06565855563848438,0.35491111155937505,3835.8085144698275
1690,Gene_1738,-1.8419799,-0.10916702,0.06547810220496432,0.3548948628995356,915.4512049390421
1691,Gene_0783,-1.8429245,-0.13913673,0.06534003166927765,0.3548948628995356,2537.70207849404
1692,Gene_0934,-1.8435133,-0.12555254,0.06525410920525988,0.3548948628995356,2023.38198747295
1693,Gene_1883,-1.8436638,-0.15507466,0.06523214401392026,0.3548948628995356,774.5512612031331
1694,Gene_1767,-1.8529602,-0.12066142,0.06388805175358668,0.3500715164580092,1869.2953903430807
1695,Gene_0600,-1.8566296,-0.16470422,0.06336387479624138,0.3481531582211065,387.4529314581932
1696,Gene_1706,-1.8592446,-0.13936394,0.06299247388579135,0.3470659718225419,177.76893939996057
1697,Gene_1517,-1.8617501,-0.12142254,0.06263831889367732,0.34606806018606256,719.0731313163726
1698,Gene_1363,-1.861983,-0.13001485,0.06260550299901851,0.34606806018606256,4817.41980236641
1699,Gene_0504,-1.8675278,-0.31399086,0.06182790707659567,0.3434883726477537,2770.171202680334
1700,Gene_0994,-1.8737301,-0.16229492,0.0609676400465222,0.3396525907884245,4830.819697708439
1701,Gene_1225,-1.8754826,-0.18450433,0.06072636700070945,0.33925344693133774,2190.8644977341532
1702,Gene_0407,-1.8759344,-0.12074826,0.060664292235589584,0.33925344693133774,1593.489858772035
1703,Gene_0086,-1.878125,-0.12780263,0.06036406873582693,0.33912398166194907,2555.4022210592084
1704,Gene_0866,-1.8884757,-0.15845086,0.05896212380904375,0.3321809792058803,2225.582858732905
1705,Gene_1232,-1.8892013,-0.16622628,0.0588648616823839,0.3321809792058803,573.0401870956324
1706,Gene_0427,-1.894048,-0.15610132,0.05821863483927329,0.32985062231882883,3222.0902577165207
1707,Gene_1712,-1.8979638,-0.15716529,0.05770085642519568,0.32784577514315727,1119.389003422518
1708,Gene_0301,-1.9004966,-0.24854794,0.0573679731457004,0.32688303786723877,3116.9603767442563
1709,Gene_1196,-1.9125724,-0.14775716,0.05580281184308253,0.3188732105319002,3268.495407370859
1710,Gene_1245,-1.9206367,-0.13634476,0.054777532850200365,0.3139113630383975,802.5230229868081
1711,Gene_1244,-1.9242922,-0.14482798,0.05431796412461304,0.31217220761271863,353.68065419780737
1712,Gene_0026,-1.9338351,-0.11446238,0.053133405506622246,0.306244412141915,3914.7698510387772
1713,Gene_0661,-1.9362174,-0.21353832,0.05284108063987837,0.3054397724848461,2326.0120976581347
1714,Gene_1093,-1.9372032,-0.16647872,0.05272051239371316,0.3054397724848461,337.91078775210514
1715,Gene_0558,-1.9383806,-0.13568379,0.05257680175674488,0.3054397724848461,4974.588269990348
1716,Gene_0195,-1.9384902,-0.16173653,0.052563449989735105,0.3054397724848461,336.0137769320149
1717,Gene_1268,-1.9396676,-0.14976935,0.05242009742677009,0.3054397724848461,3490.4243828498384
1718,Gene_1762,-1.9407493,-0.129836,0.05228870129010539,0.3054397724848461,4919.210680053898
1719,Gene_0018,-1.9417624,-0.20681664,0.05216587129714744,0.3054397724848461,1233.9415158688319
1720,Gene_0683,-1.9433917,-0.19540353,0.051968853488010766,0.3054397724848461,754.134375001621
1721,Gene_0089,-1.9507029,-0.13362648,0.05109240438824045,0.30232191945704406,650.8554501410231
1722,Gene_1412,-1.952072,-0.23778962,0.050929658979856456,0.3022531690199196,1551.211980459598
1723,Gene_0075,-1.9569461,-0.4738631,0.05035380518134709,0.2997250308413517,550.1767645027012
1724,Gene_0194,-1.9591093,-0.129528,0.05009998339509445,0.2991043784781758,3476.198641385953
1725,Gene_1153,-1.973937,-0.2236045,0.04838889858770197,0.28975388375869443,358.34440074381035
1726,Gene_0853,-1.9777158,-0.27469513,0.047960767024318916,0.2880526548007142,2571.6395343414592
1727,Gene_1399,-1.9896411,-0.45183033,0.046630490230168686,0.2809065676516186,4983.649426572235
1728,Gene_0249,-1.9914757,-0.16401704,0.046428614567221825,0.2805354354514914,4079.152834054793
1729,Gene_1241,-1.9931871,-0.17147669,0.046240961481338154,0.2802482514020494,3095.336219243504
1730,Gene_0174,-1.9959254,-0.17720452,0.04594204504280833,0.27928294858850045,1565.9554228937277
1731,Gene_1123,-2.0040855,-0.15007873,0.045060909682222684,0.27476164440379686,3138.2843896436107
1732,Gene_0251,-2.0081654,-0.050458066,0.04462571258627825,0.2729401381423746,2658.8552463626756
1733,Gene_1687,-2.0257177,-0.3552111,0.04279371473372982,0.26269319048137796,2159.112750257339
1734,Gene_0764,-2.0285108,-0.14545965,0.04250814166643872,0.2623959362125847,697.0163648639874
1735,Gene_0962,-2.0338504,-0.29072183,0.04196667788149098,0.2598555905974673,4438.6908654403105
1736,Gene_1714,-2.034672,-0.19963807,0.0418838960611686,0.2598555905974673,2276.4340116655467
1737,Gene_0916,-2.0354114,-0.14230068,0.04180951063132469,0.2598555905974673,1013.3814335127871
1738,Gene_0638,-2.0360548,-0.26689747,0.04174485880648782,0.2598555905974673,1870.4087868425836
1739,Gene_0534,-2.0369446,-0.13480113,0.04165558617821913,0.2598555905974673,2099.942275018189
1740,Gene_1331,-2.046296,-0.15496951,0.040727269600174434,0.25614634968663164,4146.3125830560275
1741,Gene_1103,-2.0487604,-0.14120726,0.040485558044390746,0.2554293882926861,3681.39118377894
1742,Gene_1544,-2.0520737,-0.20789376,0.04016250794950702,0.2541930882880191,3858.059223524632
1743,Gene_1535,-2.0534291,-0.14551485,0.040030982661152036,0.25416496927715576,104.60475892180371
1744,Gene_0599,-2.0534565,-0.10024909,0.04002832935441904,0.25416496927715576,2109.9622909898194
1745,Gene_1324,-2.054716,-0.2111696,0.0399064384143782,0.25416496927715576,2432.653550594852
1746,Gene_1065,-2.057372,-0.07436881,0.039650439426269286,0.25416496927715576,145.0017702741306
1747,Gene_0097,-2.058002,-0.23610945,0.0395899434726005,0.25416496927715576,1336.0753832879193
1748,Gene_0073,-2.0580294,-0.2056541,0.03958731499185083,0.25416496927715576,3813.434624454568
1749,Gene_0371,-2.06111,-0.26034504,0.03929255506375058,0.25416496927715576,728.6930433585453
1750,Gene_0640,-2.0620546,-0.29834282,0.03920253622311686,0.25416496927715576,2699.7851506903285
1751,Gene_0144,-2.0680513,-0.15162666,0.03863518707872095,0.251695029828801,1115.2492664853257
1752,Gene_1666,-2.0707898,-0.101348735,0.03837845302544781,0.25083956225782883,109.9978344872717
1753,Gene_1606,-2.0716386,-0.23819314,0.03829916052316462,0.25083956225782883,1243.9472151177304
1754,Gene_0386,-2.0750067,-0.19934762,0.03798591951934726,0.24990736525886356,4880.575086804766
1755,Gene_1042,-2.0804284,-0.21038379,0.03748625530578986,0.2474340284210552,4017.6087038207984
1756,Gene_1859,-2.080935,-0.16227761,0.03743985654012244,0.2474340284210552,4799.904389389116
1757,Gene_1558,-2.0812635,-0.24394952,0.037409786185122806,0.2474340284210552,2464.877517435494
1758,Gene_0135,-2.0854259,-0.1629953,0.037030670769102395,0.24687113846068265,593.1941834536424
1759,Gene_1202,-2.0907655,-0.2970461,0.03654910045184976,0.24447558830668736,2762.3994704197803
1760,Gene_0426,-2.0940924,-0.104274794,0.036251751381923304,0.24330034484512286,2299.1678060718064
1761,Gene_0226,-2.0945716,-0.20809653,0.036209093675281905,0.24330034484512286,4229.567559561099
1762,Gene_1265,-2.0954616,-0.34091258,0.03612998573170252,0.24330034484512286,535.5087748820107
1763,Gene_0486,-2.1029644,-0.14694604,0.035468883256431306,0.24046700512834784,2466.793628257802
1764,Gene_1849,-2.1030602,-0.19405949,0.035460505728552645,0.24046700512834784,792.7408902352221
1765,Gene_1599,-2.1065652,-0.18982323,0.03515528536864738,0.23996781821602306,1657.1458381057969
1766,Gene_1681,-2.1076605,-0.16828422,0.03506036506893944,0.23996781821602306,3699.9175330696085
1767,Gene_1684,-2.1122882,-0.1466605,0.034661738055612276,0.2382250038186411,2406.289740375394
1768,Gene_1319,-2.1160944,-0.15135758,0.03433678072311851,0.23680538429736903,1910.6470114715582
1769,Gene_0771,-2.1173403,-0.19175875,0.034230976899427425,0.23680538429736903,2002.6575789216747
1770,Gene_1413,-2.1229265,-0.1774506,0.03376002210040214,0.23444459791945932,2324.261503609634
1771,Gene_0119,-2.1259797,-0.16174474,0.03350496280853193,0.23348406138349778,3935.8318919934313
1772,Gene_0501,-2.1278827,-0.15358226,0.03334681507592467,0.23319451102045227,4465.819210254161
1773,Gene_1034,-2.131634,-0.2987177,0.033036940403126956,0.23183817826755762,4778.906698194445
1774,Gene_1126,-2.1321132,-0.16069946,0.03299753596293536,0.23183817826755762,3945.1717619637107
1775,Gene_0317,-2.1428063,-0.2254454,0.03212866192888259,0.2270576814762021,1611.264133952663
1776,Gene_0150,-2.145079,-0.16669573,0.03194653265805102,0.22657115360319877,3456.266795128384
1777,Gene_1328,-2.1510758,-0.16418812,0.03147021776270465,0.22398731503704375,2216.13546407419
1778,Gene_0190,-2.1512127,-0.12969236,0.031459414508668807,0.22398731503704375,1310.6195791279533
1779,Gene_1500,-2.1521163,-0.1534503,0.03138819278754308,0.22398731503704375,4212.314318158317
1780,Gene_0282,-2.153157,-0.14230424,0.0313063512910496,0.22398731503704375,240.21042736350873
1781,Gene_1171,-2.1541016,-0.21299575,0.031232206464703482,0.22398731503704375,4513.721861070347
1782,Gene_1315,-2.1542249,-0.1942066,0.031222546517982872,0.22398731503704375,2334.313449892434
1783,Gene_1142,-2.158606,-0.25678432,0.030880743955935798,0.22398731503704375,3204.147310200988
1784,Gene_1317,-2.1602626,-0.24122268,0.030752339426971947,0.22398731503704375,3313.8019149186243
1785,Gene_0456,-2.1655064,-0.18534899,0.030348919741123626,0.22233640835988003,4480.832816497355
1786,Gene_0856,-2.1684227,-0.1670141,0.030126537267431808,0.22151865637817503,3201.514926727676
1787,Gene_1402,-2.1728177,-0.17249313,0.029794043481654556,0.21988223971700777,3088.971244562306
1788,Gene_1229,-2.1794717,-0.18100992,0.029296647819803547,0.21701220607261884,379.9276007754153
1789,Gene_1211,-2.182785,-0.21021575,0.029051649299182355,0.2159973925589766,2616.1197086287602
1790,Gene_1677,-2.1845238,-0.30349326,0.028923782709916697,0.21584912470087086,793.3365540443561
